address
"1 Bayview Crescent, Duvauchelle"
"1/10 Nova Place, Christchurch Central, Christchurch"
"1/102 Bealey Avenue, Christchurch Central, Christchurch"
"1/104 Bealey Avenue, Christchurch Central, Christchurch"
"1/106 Leinster Road, Strowan, Christchurch"
"1/11 Marriner Street, Sumner, Christchurch"
"1/118 Salisbury Street, Christchurch Central, Christchurch"
"1/12 Latimer Square, Christchurch Central, Christchurch"
"1/123 Condell Avenue, Papanui, Christchurch"
"1/124 Stanmore Road, Linwood, Christchurch"
"1/131 Hastings Street East, Sydenham, Christchurch"
"1/132 Leinster Road, Strowan, Christchurch"
"1/137 Cranford Street, St Albans, Christchurch"
"1/15 Barnes Road, Redwood, Christchurch"
"1/15 Takaro Avenue, Sockburn, Christchurch"
"1/183 Peterborough Street, Christchurch Central, Christchurch"
"1/2 Rapaki Drive, Rapaki"
"1/22 Southampton Street, Sydenham, Christchurch"
"1/221 Springfield Road, St Albans, Christchurch"
"1/26 Edmond Street, Woolston, Christchurch"
"1/272 Papanui Road, Strowan, Christchurch"
"1/31 Merivale Lane, Merivale, Christchurch"
"1/32 Hewitts Road, Merivale, Christchurch"
"1/33 Springfield Road, St Albans, Christchurch"
"1/34 Cotterill Street, Addington, Christchurch"
"1/34 Heywood Terrace, Richmond, Christchurch"
"1/354 Barbadoes Street, Christchurch Central, Christchurch"
"1/360 Brougham Street, Sydenham, Christchurch"
"1/364 Brougham Street, Sydenham, Christchurch"
"1/368 Brougham Street, Sydenham, Christchurch"
"1/372 Brougham Street, Sydenham, Christchurch"
"1/384 Brougham Street, Sydenham, Christchurch"
"1/388 Brougham Street, Sydenham, Christchurch"
"1/392 Brougham Street, Sydenham, Christchurch"
"1/396 Brougham Street, Sydenham, Christchurch"
"1/40 Leinster Road, Strowan, Christchurch"
"1/40 Sandy Beach Road, Rapaki"
"1/400 Brougham Street, Sydenham, Christchurch"
"1/402 Brougham Street, Sydenham, Christchurch"
"1/460 Cashel Street, Linwood, Christchurch"
"1/479B Yaldhurst Road, Yaldhurst, Christchurch"
"1/494 Bower Avenue, Parklands, Christchurch"
"1/50 Rose Street, Somerfield, Christchurch"
"1/52 Stillwater Avenue, Burwood, Christchurch"
"1/54 Straven Road, Riccarton, Christchurch"
"1/55 Stillwater Avenue, Burwood, Christchurch"
"1/553 Madras Street, St Albans, Christchurch"
"1/6 Burdale Street, Riccarton, Christchurch"
"1/61 Salisbury Street, Christchurch Central, Christchurch"
"1/7 Grenville Street, Waltham, Christchurch"
"1/71 McFaddens Road, St Albans, Christchurch"
"1/72A Paparoa Street, Papanui, Christchurch"
"1/74 Glandovey Road, Fendalton, Christchurch"
"1/76 Leinster Road, Strowan, Christchurch"
"1/8 Cottesmore Close, Burnside, Christchurch"
"1/81 Winchester Street, Merivale, Christchurch"
"1/86 Peer Street, Upper Riccarton, Christchurch"
"1/9 Edmond Street, Woolston, Christchurch"
"1/931 Colombo Street, St Albans, Christchurch"
"1/95 Hastings Street West, Sydenham, Christchurch"
"1/97 Hastings Street West, Sydenham, Christchurch"
"1/97 Leinster Road, Strowan, Christchurch"
"10 Bedford Row, Christchurch Central, Christchurch"
"10 Bishop Street, St Albans, Christchurch"
"10 Cresselly Place, Saint Martins, Christchurch"
"10 Finsbury Street, Islington, Christchurch"
"10 Gardiners Road, Bishopdale, Christchurch"
"10 Merivale Lane, Merivale, Christchurch"
"10 Neill Street, Hornby, Christchurch"
"10 Omaru Road, Rapaki"
"10 Penn Place, Upper Riccarton, Christchurch"
"10 Radnor Street, St Albans, Christchurch"
"10 Reserve Terrace, Lyttelton"
"10 Robinsons Bay Valley Road, Robinsons Bay"
"10 Ross Terrace, Lyttelton"
"10 Rue Balguerie, Akaroa"
"10 Rue Benoit, Akaroa"
"10 Rue Cachalot, Akaroa"
"10 Rue Grehan, Akaroa"
"10 Rue Lavaud, Akaroa"
"10 Rue Renard, Akaroa"
"10 Rue de la Mer, Le Bons Bay"
"10 Sandy Beach Road, Rapaki"
"10 Seaview Avenue, Akaroa"
"10 Seaview Lane, Wainui"
"10 Selwyn Avenue, Akaroa"
"10 Selwyn Parade, Lyttelton"
"10 Selwyn Road, Lyttelton"
"10 Settlers Hill, Akaroa"
"10 Seven Mile Road, Belfast, Christchurch"
"10 Simeon Quay, Lyttelton"
"10 Sir James Wattie Drive, Hornby South, Christchurch"
"10 Smith Street, Akaroa"
"10 Somes Road, Lyttelton"
"10 St Davids Street, Lyttelton"
"10 Stanley Place, Akaroa"
"10 Sumner Road, Lyttelton"
"10 Swanns Road, Richmond, Christchurch"
"10 Taimana Lane, Diamond Harbour"
"10 Takamatua Bay Road, Takamatua"
"10 Takamatua Beach Road, Takamatua"
"10 Takutai Place, Diamond Harbour"
"10 Taramea Place, Addington, Christchurch"
"10 Tau Crescent, Diamond Harbour"
"10 Te Papau Crescent, Diamond Harbour"
"10 Te Ra Crescent, Diamond Harbour"
"10 Te Wharau Lane, Charteris Bay"
"10 Ticehurst Road, Lyttelton"
"10 Ticehurst Terrace, Lyttelton"
"10 Tirohanga Terrace, Akaroa"
"10 Totara Drive, Duvauchelle"
"10 Upham Terrace, Lyttelton"
"10 Vangioni Lane, Akaroa"
"10 Waipapa Avenue, Diamond Harbour"
"10 Watson Street, Akaroa"
"10 Whareora Terrace, Wainui"
"10 Wilmot Street, Northcote, Christchurch"
"10 Winchester Street, Lyttelton"
"10 Zephyr Terrace, Governors Bay"
"10/10 Ayr Street, Riccarton, Christchurch"
"10/11 Marriner Street, Sumner, Christchurch"
"10/118 Salisbury Street, Christchurch Central, Christchurch"
"10/12 Latimer Square, Christchurch Central, Christchurch"
"10/126 Nursery Road, Linwood, Christchurch"
"10/15 Barnes Road, Redwood, Christchurch"
"10/2 Rue Viard, Akaroa"
"10/24 Mansfield Avenue, St Albans, Christchurch"
"10/75 King Street, Sydenham, Christchurch"
"10/95 Hastings Street West, Sydenham, Christchurch"
"10/97 Hastings Street West, Sydenham, Christchurch"
"100 Antigua Street, Addington, Christchurch"
"100 Bachelors Road, Little River"
"100 Cressy Terrace, Corsair Bay, Lyttelton"
"100 Governors Bay Road, Cass Bay, Lyttelton"
"100 Governors Bay Teddington Road, Allandale"
"100 Grays Road, Yaldhurst, Christchurch"
"100 Harts Creek Lane, Northwood, Christchurch"
"100 Holmes Bay Valley Road, Pigeon Bay"
"100 King Street, Sydenham, Christchurch"
"100 Leinster Road, Strowan, Christchurch"
"100 Main North Road, Papanui, Christchurch"
"100 Main Road, Governors Bay"
"100 Major Hornbrook Road, Mount Pleasant, Christchurch"
"100 Neill Street, Hornby, Christchurch"
"100 Norwich Quay, Lyttelton"
"100 Okuti Valley Road, Okuti Valley"
"100 Pipers Valley Road, Duvauchelle"
"100 Purau Port Levy Road, Purau"
"100 Purchas Street, Edgeware, Christchurch"
"100 Putiki Road, Port Levy"
"100 Springs Road, Hornby, Christchurch"
"100 Usshers Road, Little River"
"100-102 Stanmore Road, Linwood, Christchurch"
"1004 Ferry Road, Ferrymead, Christchurch"
"1005 Chorlton Road, Little Akaloa"
"1008 Ferry Road, Ferrymead, Christchurch"
"101 Aylmers Valley Road, Akaroa"
"101 Cemetery Road, Wainui"
"101 Halswell Junction Road, Halswell, Christchurch"
"101 Leinster Road, Strowan, Christchurch"
"101 Lincoln Road, Addington, Christchurch"
"101 Main Road, Governors Bay"
"101 Wairewa Pa Road, Little River"
"101 Waterloo Road, Hornby, Christchurch"
"101 Western Valley Road, Little River"
"1010 Ferry Road, Ferrymead, Christchurch"
"101A Halswell Junction Road, Halswell, Christchurch"
"101A Rue Jolie, Akaroa"
"101B Rue Jolie, Akaroa"
"102 Cressy Terrace, Corsair Bay, Lyttelton"
"102 Creyke Road, Ilam, Christchurch"
"102 Heaton Street, Strowan, Christchurch"
"102 Hoani Street, Northcote, Christchurch"
"102 Holmes Bay Valley Road, Pigeon Bay"
"102 Johns Road, Northwood, Christchurch"
"102 King Street, Sydenham, Christchurch"
"102 Leinster Road, Strowan, Christchurch"
"102 Main Road, Governors Bay"
"102 Onawe Flat Road, Duvauchelle"
"102 Peraki Road, Peraki"
"102 Reynolds Valley Road, Okuti Valley"
"102 Rue Jolie, Akaroa"
"102 Western Valley Road, Little River"
"1021 Te Oka Bay Road, Te Oka"
"1022 Bayleys Road, Birdlings Flat"
"1025 Pigeon Bay Road, Pigeon Bay"
"1027 Pigeon Bay Road, Pigeon Bay"
"1029 Colombo Street, St Albans, Christchurch"
"103 Donovans Road, Wainui"
"103 Grehan Valley Road, Akaroa"
"103 Halswell Junction Road, Halswell, Christchurch"
"103 Leinster Road, Strowan, Christchurch"
"103 Main Road, Governors Bay"
"103 Marine Drive, Diamond Harbour"
"103 Onuku Road, Akaroa"
"103 Richfield Road, Port Levy"
"103 Rue Jolie, Akaroa"
"103 Western Valley Road, Little River"
"103 Whites Road, Little River"
"1031 Colombo Street, St Albans, Christchurch"
"1037 Colombo Street, St Albans, Christchurch"
"104 Bayview Road, Charteris Bay"
"104 Clifton Terrace, Clifton, Christchurch"
"104 Cressy Terrace, Corsair Bay, Lyttelton"
"104 French Farm Valley Road, French Farm"
"104 Governors Bay Road, Cass Bay, Lyttelton"
"104 Hoani Street, Northcote, Christchurch"
"104 Kettlewell Drive, Templeton, Christchurch"
"104 Leinster Road, Strowan, Christchurch"
"104 Main Road, Governors Bay"
"104 Norwich Quay, Lyttelton"
"104 Okuti Valley Road, Okuti Valley"
"104 Rue Jolie, Akaroa"
"104 Sawyers Arms Road, Northcote, Christchurch"
"104 Wainui Valley Road, Wainui"
"104 Western Valley Road, Little River"
"1048 Okains Bay Road, Okains Bay"
"105 Bamford Street, Woolston, Christchurch"
"105 Beresford Street, New Brighton, Christchurch"
"105 Deans Avenue, Riccarton, Christchurch"
"105 Early Valley Road, Lansdowne"
"105 Governors Bay Road, Cass Bay, Lyttelton"
"105 Leinster Road, Strowan, Christchurch"
"105 Main Road, Governors Bay"
"105 Marine Drive, Diamond Harbour"
"105 Poranui Beach Road, Little River"
"105 Rue Jolie, Akaroa"
"105 Wainui Valley Road, Wainui"
"105 Wairewa Pa Road, Little River"
"105 Western Valley Road, Little River"
"1051A Dyers Pass Road, Governors Bay"
"1051B Dyers Pass Road, Governors Bay"
"1054 Chorlton Road, Little Akaloa"
"1056 Chorlton Road, Little Akaloa"
"1056 Stony Bay Road, Akaroa"
"1056A Stony Bay Road, Akaroa"
"1057 Dyers Pass Road, Governors Bay"
"105B Holly Road, St Albans, Christchurch"
"106 Bayview Road, Charteris Bay"
"106 Grehan Valley Road, Akaroa"
"106 Hoani Street, Northcote, Christchurch"
"106 Lushingtons Bay Road, Takamatua"
"106 Main Road, Governors Bay"
"106 Major Hornbrook Road, Mount Pleasant, Christchurch"
"106 Marine Drive, Diamond Harbour"
"106 Middle Road, Pigeon Bay"
"106 Purchas Street, Edgeware, Christchurch"
"106 Rue Jolie, Akaroa"
"106 Strickland Street, Sydenham, Christchurch"
"106 Western Valley Road, Little River"
"1060 Okains Bay Road, Okains Bay"
"1063 Dyers Pass Road, Governors Bay"
"1064B Colombo Street, St Albans, Christchurch"
"1065 Dyers Pass Road, Governors Bay"
"107 Beach Road, Akaroa"
"107 Harakeke Street, Fendalton, Christchurch"
"107 Kinloch Road, Little River"
"107 Leinster Road, Strowan, Christchurch"
"107 Lichfield Street, Christchurch Central, Christchurch"
"107 Lushingtons Bay Road, Takamatua"
"107 Main Road, Governors Bay"
"107 Marine Drive, Diamond Harbour"
"107 McQueens Valley Road, Gebbies Valley"
"107 Middle Road, Pigeon Bay"
"107 Pa Road, Port Levy"
"107 Poranui Beach Road, Little River"
"107 Rue Jolie, Akaroa"
"107 Western Valley Road, Little River"
"1071 Dyers Pass Road, Governors Bay"
"1071 Okains Bay Road, Okains Bay"
"1073 Dyers Pass Road, Governors Bay"
"1075 Dyers Pass Road, Governors Bay"
"1075 Te Oka Bay Road, Te Oka"
"1076 Dyers Pass Road, Rapaki"
"1077 Dyers Pass Road, Governors Bay"
"1079 Dyers Pass Road, Governors Bay"
"108 Bayview Road, Charteris Bay"
"108 Harewood Road, Papanui, Christchurch"
"108 Heaton Street, Strowan, Christchurch"
"108 Leinster Road, Strowan, Christchurch"
"108 Main Road, Governors Bay"
"108 Major Hornbrook Road, Mount Pleasant, Christchurch"
"108 Rue Jolie, Akaroa"
"108 Strickland Street, Sydenham, Christchurch"
"108 Wharf Road, Pigeon Bay"
"1081 Dyers Pass Road, Governors Bay"
"1081 Te Oka Bay Road, Te Oka"
"1083 Dyers Pass Road, Governors Bay"
"1084 Kaituna Valley Road, Ataahua"
"1085 Chorlton Road, Little Akaloa"
"1085 Dyers Pass Road, Governors Bay"
"1087 Dyers Pass Road, Governors Bay"
"1089 Dyers Pass Road, Governors Bay"
"109 Bamfords Road, Teddington"
"109 Beach Road, Akaroa"
"109 Early Valley Road, Lansdowne"
"109 Kinloch Road, Little River"
"109 Lushingtons Bay Road, Takamatua"
"109 Main Road, Governors Bay"
"109 Marine Drive, Diamond Harbour"
"109 Old Le Bons Track, Takamatua"
"109 Poranui Beach Road, Little River"
"109 Rose Street, Somerfield, Christchurch"
"109 Selwyn Avenue, Akaroa"
"109 Tuam Street, Christchurch Central, Christchurch"
"109 Western Valley Road, Little River"
"109 Winchester Street, Merivale, Christchurch"
"1091 Dyers Pass Road, Governors Bay"
"1091 Ferry Road, Ferrymead, Christchurch"
"1093 Dyers Pass Road, Governors Bay"
"1093 Okains Bay Road, Okains Bay"
"1095 Dyers Pass Road, Governors Bay"
"1097 Dyers Pass Road, Governors Bay"
"1098 Stony Bay Road, Akaroa"
"1099 Dyers Pass Road, Governors Bay"
"109A Rue Jolie, Akaroa"
"109B Canon Street, Edgeware, Christchurch"
"109B Rue Jolie, Akaroa"
"10A Brenchley Road, Lyttelton"
"10A Bridle Path, Lyttelton"
"10A Cornwall Road, Lyttelton"
"10A Neill Street, Hornby, Christchurch"
"10A Netherby Lane, Shirley, Christchurch"
"10A Rue de la Mer, Le Bons Bay"
"10A Selwyn Road, Lyttelton"
"10B Rue de la Mer, Le Bons Bay"
"11 Acheson Avenue, Mairehau, Christchurch"
"11 Andersons Road, Charteris Bay"
"11 Arawa Street, Shirley, Christchurch"
"11 Athol Place, Diamond Harbour"
"11 Aubrey Street South, Akaroa"
"11 Bay Heights, Governors Bay"
"11 Bayview Crescent, Duvauchelle"
"11 Bayview Place, Cass Bay, Lyttelton"
"11 Bayview Road, Charteris Bay"
"11 Beach Road, Akaroa"
"11 Bellbird Lane, Takamatua"
"11 Brenchley Road, Lyttelton"
"11 Bridle Path, Lyttelton"
"11 Brittan Terrace, Lyttelton"
"11 Bruce Terrace, Akaroa"
"11 Buxtons Road, Lyttelton"
"11 Cass Bay Place, Cass Bay, Lyttelton"
"11 Cedar Lane, Duvauchelle"
"11 Cholmondeley Lane, Governors Bay"
"11 Chorlton Road, Okains Bay"
"11 Church Lane, Allandale"
"11 Church Road, Little River"
"11 Clifton Street, Little River"
"11 Coates Road, Birdlings Flat"
"11 Coleridge Terrace, Lyttelton"
"11 College Road, Lyttelton"
"11 Cornwall Road, Lyttelton"
"11 Cranford Street, St Albans, Christchurch"
"11 Cresselly Place, Saint Martins, Christchurch"
"11 Cresswell Avenue, Governors Bay"
"11 Cressy Terrace, Lyttelton"
"11 Crohane Place, Addington, Christchurch"
"11 Cunningham Terrace, Lyttelton"
"11 Dudley Road, Lyttelton"
"11 Duvauchelle School Lane, Duvauchelle"
"11 Emerson Crescent, Diamond Harbour"
"11 Eureka Street, Aranui, Christchurch"
"11 Exeter Street, Lyttelton"
"11 Exeter Street, Merivale, Christchurch"
"11 Factory Road, Little Akaloa"
"11 Fantail Lane, Takamatua"
"11 Felthams Road, Akaroa"
"11 Forest View Road, Little River"
"11 Foster Terrace, Lyttelton"
"11 Glas Brae, Governors Bay"
"11 Governors Bay Road, Cass Bay, Lyttelton"
"11 Harkess Lane, Lyttelton"
"11 Harmans Road, Lyttelton"
"11 Hawkhurst Road, Lyttelton"
"11 Hay's Rise, Governors Bay"
"11 Haywards Lane, Duvauchelle"
"11 Hempleman Drive, Akaroa"
"11 Hillmorton Street, Hillmorton, Christchurch"
"11 Hillview Road, Birdlings Flat"
"11 Hunters Road, Diamond Harbour"
"11 Hyllton Heights, Lyttelton"
"11 Innovation Road, Islington, Christchurch"
"11 James Drive, Diamond Harbour"
"11 Kaikomako Place, Cass Bay, Lyttelton"
"11 Kaioruru Lane, Charteris Bay"
"11 Kanuka Place, Robinsons Bay"
"11 Kilmarnock Street, Riccarton, Christchurch"
"11 Kingfisher Road, Takamatua"
"11 Koromiko Crescent, Diamond Harbour"
"11 Korora Tahi Road, Rapaki"
"11 Kotlowski Road, Takamatua"
"11 Kowhai Grove, Akaroa"
"11 Lachie Griffen Rise, Governors Bay"
"11 Lake Terrace Road, Little River"
"11 Le Bons Bay Road, Le Bons Bay"
"11 Le Bons Valley Road, Le Bons Bay"
"11 Leinster Road, Strowan, Christchurch"
"11 Libeau Lane, Akaroa"
"11 Lighthouse Lane, Governors Bay"
"11 Lighthouse Road, Akaroa"
"11 Liverpool Street, Christchurch Central, Christchurch"
"11 London Street, Lyttelton"
"11 Lukes Road, Little Akaloa"
"11 Lushingtons Bay Road, Takamatua"
"11 Manuka Terrace, Duvauchelle"
"11 Mariners Cove, Cass Bay, Lyttelton"
"11 Merlincote Crescent, Governors Bay"
"11 Monalua Avenue, Purau"
"11 Monarch Drive, Robinsons Bay"
"11 Muriwai Drive, Diamond Harbour"
"11 Muter Street, Akaroa"
"11 Ngaio Grove, Robinsons Bay"
"11 Ngaio Lane, Charteris Bay"
"11 Ngatea Road, Diamond Harbour"
"11 Norwich Quay, Lyttelton"
"11 Ohinehau Lane, Charteris Bay"
"11 Old Coach Road, Akaroa"
"11 Old French Road, Takamatua"
"11 Omaru Road, Rapaki"
"11 Parlane Street, Addington, Christchurch"
"11 Patiki Place, Diamond Harbour"
"11 Pawsons Valley Road, Duvauchelle"
"11 Penlington Place, Akaroa"
"11 Penn Place, Upper Riccarton, Christchurch"
"11 Prices Valley Road, Prices Valley"
"11 Puari Road, Port Levy"
"11 Purau Avenue, Diamond Harbour"
"11 Purau Port Levy Road, Purau"
"11 Putiki Road, Port Levy"
"11 Randolph Terrace, Lyttelton"
"11 Ranui Crescent, Diamond Harbour"
"11 Rastrick Street, Merivale, Christchurch"
"11 Richfield Road, Port Levy"
"11 Ripon Street, Lyttelton"
"11 Rue Balguerie, Akaroa"
"11 Rue Benoit, Akaroa"
"11 Rue Cachalot, Akaroa"
"11 Rue Grehan, Akaroa"
"11 Rue Lavaud, Akaroa"
"11 Rue Noyer, Akaroa"
"11 Rue Renard, Akaroa"
"11 Rue de Malmanche, Akaroa"
"11 Rue de la Mer, Le Bons Bay"
"11 Sawmill Road, Robinsons Bay"
"11 School Road, Robinsons Bay"
"11 Seafield Road, Duvauchelle"
"11 Seaview Avenue, Akaroa"
"11 Seaview Lane, Wainui"
"11 Selwyn Avenue, Akaroa"
"11 Selwyn Road, Lyttelton"
"11 Settlers Hill, Akaroa"
"11 Seven Mile Road, Belfast, Christchurch"
"11 Smith Street, Akaroa"
"11 Somes Road, Lyttelton"
"11 Stanford Street, Burwood, Christchurch"
"11 Stanley Place, Akaroa"
"11 Stoddart Terrace, Diamond Harbour"
"11 Sutton Quay, Lyttelton"
"11 Taimana Lane, Diamond Harbour"
"11 Takutai Place, Diamond Harbour"
"11 Te Ara Crescent, Diamond Harbour"
"11 Te Papau Crescent, Diamond Harbour"
"11 Te Ra Crescent, Diamond Harbour"
"11 Te Wharau Lane, Charteris Bay"
"11 The Terrace, Governors Bay"
"11 Ticehurst Road, Lyttelton"
"11 Tirohanga Terrace, Akaroa"
"11 Tizzards Road, Robinsons Bay"
"11 Totara Drive, Duvauchelle"
"11 Tui Street, Fendalton, Christchurch"
"11 Vagues Road, Northcote, Christchurch"
"11 Vangioni Lane, Akaroa"
"11 Vivian Street, Burwood, Christchurch"
"11 Wainui Valley Road, Wainui"
"11 Waipapa Avenue, Diamond Harbour"
"11 Wairewa Pa Road, Little River"
"11 Walkers Road, Lyttelton"
"11 Warnerville Road, Wainui"
"11 Watson Street, Akaroa"
"11 Western Valley Road, Little River"
"11 Whero Avenue, Diamond Harbour"
"11 William Street, Akaroa"
"11 Wilmers Road, Hornby, Christchurch"
"11 Winchester Street, Lyttelton"
"11 Woodills Road, Akaroa"
"11 Yardley Street, Avonhead, Christchurch"
"11 Zephyr Terrace, Governors Bay"
"11/10 Ayr Street, Riccarton, Christchurch"
"11/11 Marriner Street, Sumner, Christchurch"
"11/118 Salisbury Street, Christchurch Central, Christchurch"
"11/12 Latimer Square, Christchurch Central, Christchurch"
"11/126 Nursery Road, Linwood, Christchurch"
"11/2 Rue Viard, Akaroa"
"11/95 Hastings Street West, Sydenham, Christchurch"
"11/97 Hastings Street West, Sydenham, Christchurch"
"110 Bachelors Road, Little River"
"110 Bayview Road, Charteris Bay"
"110 King Street, Sydenham, Christchurch"
"110 Leinster Road, Strowan, Christchurch"
"110 Long Lookout Road, Little Akaloa"
"110 Marine Drive, Diamond Harbour"
"110 McHales Road, Little Akaloa"
"110 Middle Road, Pigeon Bay"
"110 Peterborough Street, Christchurch Central, Christchurch"
"110 Rue Jolie, Akaroa"
"1101 Dyers Pass Road, Governors Bay"
"1103 Dyers Pass Road, Governors Bay"
"1105 Dyers Pass Road, Governors Bay"
"1106A Okains Bay Road, Okains Bay"
"111 Beach Road, Akaroa"
"111 Hay Street, Bromley, Christchurch"
"111 Lichfield Street, Christchurch Central, Christchurch"
"111 Lushingtons Bay Road, Takamatua"
"111 Marine Drive, Diamond Harbour"
"111 Moores Road, French Farm"
"111 Pa Road, Port Levy"
"111 Poranui Beach Road, Little River"
"111 Puaha Road, Little River"
"111 Takamatua Bay Road, Takamatua"
"111 Tuam Street, Christchurch Central, Christchurch"
"111 Western Valley Road, Little River"
"112 Bayview Road, Charteris Bay"
"112 Heaton Street, Strowan, Christchurch"
"112 Johns Road, Northwood, Christchurch"
"112 Leinster Road, Strowan, Christchurch"
"112 Main Road, Allandale"
"112 Marine Drive, Diamond Harbour"
"112 Moores Road, French Farm"
"112 Mowbray Street, Waltham, Christchurch"
"112 Rue Jolie, Akaroa"
"112 Wairewa Pa Road, Little River"
"112-116 Antigua Street, Addington, Christchurch"
"1123 Okains Bay Road, Okains Bay"
"1126 Stony Bay Road, Akaroa"
"113 Beach Road, Akaroa"
"113 Bishop Street, St Albans, Christchurch"
"113 Cranford Street, St Albans, Christchurch"
"113 Governors Bay Teddington Road, Allandale"
"113 Heaton Street, Strowan, Christchurch"
"113 Leinster Road, Strowan, Christchurch"
"113 Lichfield Street, Christchurch Central, Christchurch"
"113 Marine Drive, Diamond Harbour"
"113 Poranui Beach Road, Little River"
"113 Rue Jolie, Akaroa"
"113 Takamatua Valley Road, Takamatua"
