,region,council,date_issued,council_ref,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
9357,Canterbury,Christchurch,22-Mar-19,BCN/2019/781,2579 Christchurch Akaroa Road,Motukarara,Christchurch,  ,Pt Lot 3 DP 14039,,40000,"addition and alteration to dwelling - internal layout change including addition of ensuite, re-locate kitchen, living and bedrooms and installation of blaze king sirocco sc30p nz, freestanding, dry, woodburner, cac181242"
9374,Canterbury,Christchurch,25-Mar-19,CBCN/2019/1720,17E Craven Street,Sockburn,Christchurch,  ,Lot 3 DP 76279,,100,"alteration to dwelling - installation of tropicair duo, freestanding wet, woodburner  cac165314"
9377,Canterbury,Christchurch,25-Mar-19,CBCN/2019/1851,21 Percy Street,Akaroa,Christchurch,  ,Lot 5 DP 20232,,4500,"alteration to dwelling - installation of a masport r5000p, freestanding, dry, wood burner cac 131295"
9378,Canterbury,Christchurch,25-Mar-19,CBCN/2019/1719,4 Takamatua Beach Road,Akaroa,Christchurch,  ,Lot 9 DP 23043,,5000,"alteration to dwelling - installation of masport r1200 leg, freestanding, dry, woodburner cac191121"
9380,Canterbury,Christchurch,25-Mar-19,CBCN/2019/1833,29 Norwich Street,North Linwood,Christchurch,  ,Flat 1 DP 83569 on Lot 11 DP 1791 having share in 1012 m2,,5900,"alteration to dwelling - installation of tropicair rua, freestanding, dry, woodburner cac185998"
9381,Canterbury,Christchurch,25-Mar-19,CBCN/2019/1835,109 Geraldine Street,St Albans,Christchurch,  ,Lot 2 DP 21650,,6400,"alteration to dwelling - installation of tropicair duo, freestanding, dry, woodburner cac164316"
9382,Canterbury,Christchurch,25-Mar-19,CBCN/2019/1689,18 Claxton Place,St Martins,Christchurch,  ,Lot 1 DP 23353,,6500,"alteration to dwelling - installation of harris ferva saturn, freestanding, dry, woodburner cac169888"
9386,Canterbury,Christchurch,25-Mar-19,CBCN/2019/3,355 Le Bons Bay Road,Le Bons Bay,Christchurch,  ,"Pt RSs 16391,18855 Canterbury Dist, Lot 2 DP 502231",,550000,"construction of dwelling and installation of warmington studio woodburner, and construction of two detached sleepouts each with installation of wagener sparky woodburners"
9392,Canterbury,Christchurch,26-Mar-19,CBCN/2019/1789,25 Whero Avenue,Diamond Harbour,Christchurch,  ,Lot 29 DP 9607,,4500,"alteration to dwelling - installation of warmington studio stove-14, freestanding dry woodburner, cac160215"
9393,Canterbury,Christchurch,26-Mar-19,CBCN/2019/1725,624 Chorlton Road,Okains Bay,Christchurch,  ,Lot 5 DP 2274,,4500,"alterations to dwelling - installation of a bosca firepoint 360, freestanding, dry, woodburner - cac110716"
9394,Canterbury,Christchurch,26-Mar-19,CBCN/2019/1595,12 Muriwai Drive,Diamond Harbour,Christchurch,  ,Lot 81 DP 354225,,5000,"alteration to dwelling - installation of a woodsman tarras dry mkiii, freestanding, dry, woodburner, cac143492"
9395,Canterbury,Christchurch,26-Mar-19,CBCN/2019/1839,6 Bard Street,Somerfield,Christchurch,  ,Lot 1 DP 400730,,5000,"alteration to dwelling - installation of a metro wee rad ultra, freestanding dry woodburner, cac191262"
9396,Canterbury,Christchurch,26-Mar-19,CBCN/2019/1724,98 Kittyhawk Avenue,Hornby,Christchurch,  ,Lot 736 DP 484083,,6000,"alteration to dwelling - installation of jayline ul200, freestanding, dry, woodburner, cac183251"
9401,Canterbury,Christchurch,26-Mar-19,CBCN/2019/1314,32 Turners Road,Ouruhia,Christchurch,  ,Lot 2 DP 83312,,195000,"construction of dwelling with attached garage and installation of blaze king, freestanding, woodburner, dry, cac185213"
9402,Canterbury,Christchurch,26-Mar-19,CBCN/2019/337,96 Taylors Mistake Road,Scarborough,Christchurch,  ,Lot 2 DP 83255,,210000,"construction of dwelling.  installation of metro eco wee rad leg, freestanding, dry woodburner cac092977   all with a specified intended life of  15 years."
9410,Canterbury,Christchurch,26-Mar-19,CBCN/2019/607,2 Beach Street,Birdlings Flat,Christchurch,  ,"Lots 26,27 DP 620",,500000,"construction of dwelling, garage and barn. includes installation of firenzo fusion boiler freestanding wetback wood burner cac172661."
9412,Canterbury,Christchurch,26-Mar-19,CBCN/2018/8156,495 Lower Styx Road,Spencerville,Christchurch,  ,Lot 1 DP 25323,,900000,"construction of a dwelling with attached garage - installation of masport cromwell, freestanding, dry, woodburner, cac176374"
9419,Canterbury,Christchurch,27-Mar-19,CBCN/2019/874,29 Weston Road,St Albans,Christchurch,  ,Lot 3 DP 13993,,550000,"construction of a dwelling with attached garage - installation of ferva saturn, freestanding, dry, woodburner, cac169888 subject to a s73 notice"
9423,Canterbury,Christchurch,28-Mar-19,CBCN/2019/1928,32 Silvester Street,Woolston,Christchurch,  ,Lot 10 DP 2287,,5600,"alteration to dwelling - installation of a tropicair rua, freestanding dry woodburner, cac185998"
9424,Canterbury,Christchurch,28-Mar-19,CBCN/2019/1924,2/43 Tivoli Place,Bishopdale,Christchurch,  ,Flat 2 DP 53438 on Lot 41 DP 50474 having share in 718 m2,,6900,"alteration to dwelling - installation of a tropicair duo, freestanding dry woodburner, cac164316"
9438,Canterbury,Christchurch,28-Mar-19,CBCN/2019/1062,89 Prestons Park Drive,Burwood,Christchurch,  ,Lot 436 DP 525627,,750000,"construction of a dwelling with attached garage and installation of masport cromwell, freestanding, dry, woodburner, cac176374"
9439,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1863,15 Te Ara Crescent,Diamond Harbour,Christchurch,  ,Lot 18 DP 13152,,4000,"alteration to dwelling - installation of a metro extreme ped, freestanding wetback woodburner, cac160207"
9440,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1754,1/60 Cresswell Avenue,Dallington,Christchurch,  ,Flat 1 DP 70055 on Lot 1 DP 16727 having share in 1850 m2,,4500,"alteration to dwelling - installation of metro wee rad ultra, freestanding, dry, woodburner cac191262"
9441,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1815,81 Downies Road,Halswell,Christchurch,  ,Lot 4 DP 418502,,4500,"alteration to dwelling - installation of metro eco tiny rad, freestanding, dry, woodburner, cac072605"
9442,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1814,10 Thomas Street,Bromley,Christchurch,  ,Lot 49 DP 15000,,5000,"alteration to dwelling - installation of jayline ul200, freestanding, dry, woodburner cac183251"
9443,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1774,2/49 Sarabande Avenue,Redwood,Christchurch,  ,Flat 2 DP 38045 on Lot 12 DP 33872 having share in 613 m2,,5000,"alterations to dwelling - installation of metro wee rad ultra, freestanding, dry, woodburner cac191262"
9444,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1790,39A Flockton Street,St Albans,Christchurch,  ,Pt Lot 25 DP 2756,,6000,"alteration to dwelling - installation of jayline ul200, freestanding, dry, woodburner cac 183251"
9449,Canterbury,Christchurch,29-Mar-19,CBCN/2019/1081,26 Vernon Terrace,St Martins,Christchurch,  ,Lot 6 DP 20286,,200000,"alterations and additions to dwelling - addition of attached garage and carport, installation of a tropicair duo, freestanding, dry, woodburner - cac 164316"
9457,Canterbury,Christchurch,01-Apr-19,CBCN/2017/10114/A,28 Malcolm Avenue,Beckenham,Christchurch,  ,Lot 2 DP 72788,,100,"amendment 1 - change of appliance to firenzo contessa ag, freestanding, dry, woodburner, cac093218"
9464,Canterbury,Christchurch,01-Apr-19,CBCN/2019/1867,50 Taylors Mistake Road,Scarborough,Christchurch,  ,Lot 2 DP 326521,,3500,"alteration to dwelling - installation of pyroclassic mini, free-standing, dry, woodburner, cac-193584"
9465,Canterbury,Christchurch,01-Apr-19,CBCN/2019/1828,270 Halswell Junction Road,Wentworth Park,Christchurch,  ,Lot 1 DP 22191,,5000,"alterations to dwelling - installation of metro wee rad ultra, freestanding, dry, woodburner cac191262"
9467,Canterbury,Christchurch,01-Apr-19,CBCN/2019/1877,35 Dampier Street,Woolston,Christchurch,  ,Lot 1 DP 349086,,5000,"alteration to dwelling - installation of jayline ul200, freestanding dry woodburner cac183251"
9477,Canterbury,Christchurch,02-Apr-19,CBCN/2019/1755,265 Sparks Road,Hoon Hay,Christchurch,  ,Lot 15 DP 20126,,4500,"alteration to dwelling - installation of a metro wee rad ultra, freestanding, dry, wood burner, cac191262"
9478,Canterbury,Christchurch,02-Apr-19,CBCN/2019/1757,3 Simeon Quay,Lyttelton,Christchurch,  ,Lot 1 DP 5855,,4500,"alteration to dwelling - installation of a studio stove-14, freestanding, dry, wood burner - cac 160215"
9479,Canterbury,Christchurch,02-Apr-19,CBCN/2019/1923,2/21 Broadfell Avenue,Avonhead,Christchurch,  ,Unit B DP 37876 on Lot 4 DP 34772 having share in 674 m2,,5000,alteration to dwelling - installation of tropicair rua (uleb) dry freestanding woodburner - cac185998
9480,Canterbury,Christchurch,02-Apr-19,CBCN/2019/1898,18 Frensham Crescent,Woolston,Christchurch,  ,Lot 4 DP 24727,,5000,alteration to dwelling - installation of tropicair rua (uleb) dry freestanding woodburner - cac185998
9488,Canterbury,Christchurch,02-Apr-19,CBCN/2018/7933,6 Ohinehau Lane,Diamond Harbour,Christchurch,  ,Lot 22 DP 418001,,800000,"construction of dwelling and installation of pyroclassic mini, freestanding, dry, woodburner, cac174996"
9493,Canterbury,Christchurch,03-Apr-19,CBCN/2019/1802,66 St Johns Street,Woolston,Christchurch,  ,Lot 15 DP 341054,,7500,"alteration to dwelling - installation of masport cromwell, freestanding, dry, woodburner, cac176374"
9498,Canterbury,Christchurch,03-Apr-19,CBCN/2019/1324,6 Harmans Road,Lyttelton,Christchurch,  ,"Pt RS 266 Canterbury Dist, Lot 1 DP 34011",,350000,"construction of dwelling with detached garage and installation of pyroclassic mini, freestanding, wet, woodburner cac175008"
9505,Canterbury,Christchurch,04-Apr-19,CBCN/2019/2060,26 Riverlaw Terrace,St Martins,Christchurch,  ,Lot 1 DP 411505,,4500,"alteration to dwelling - installation of a ravelli rosa r70, freestanding dry woodburner, cac174364"
9506,Canterbury,Christchurch,04-Apr-19,CBCN/2019/2073,218 Lyttelton Street,Spreydon,Christchurch,  ,Lot 1 DP 13239,,4500,"alteration to dwelling - installation of a ravelli rosa r70, freestanding dry woodburner, cac164071"
9508,Canterbury,Christchurch,04-Apr-19,CBCN/2019/1896,205 Barrington Street,Spreydon,Christchurch,  ,Lot 1 DP 412927,,6000,alteration to dwelling - installation of a metro wee rad (uleb) dry freestanding woodburner - cac191261
9513,Canterbury,Christchurch,04-Apr-19,CBCN/2019/1247,158 Richmond Hill Road,Clifton,Christchurch,  ,Lot 97 DP 431936,,550000,"construction of dwelling with attached garage and installation of jayline ul200, freestanding, dry, woodburner, cac-183251"
9514,Canterbury,Christchurch,04-Apr-19,CBCN/2019/638,45 Holly Road,St Albans,Christchurch,  ,Pt Lot 19 DP 815,,850000,construction of dwelling with attached garage and installation of a woodsman nouveau pizza wood fire
9516,Canterbury,Christchurch,05-Apr-19,CBCN/2019/2091,24 Ford Road,Opawa,Christchurch,  ,Lot 5 DP 3252,,5900,"alteration to dwelling - installation of tropicair rua, freestanding, dry, woodburner cac185998"
9532,Canterbury,Christchurch,08-Apr-19,CBCN/2019/1339,21 Rossmore Terrace,Cashmere,Christchurch,  ,Lot 3 Dp 22538,,536000,"construction of a dwelling and installation of jayline ul200, freestanding, dry, woodburner - cac183251"
9534,Canterbury,Christchurch,08-Apr-19,CBCN/2018/8827,7 Rifleman Lane,Balmoral Hill,Christchurch,  ,Lot 5 Dp 80410,,750000,"construction of dwelling and detached carport, installation of bionic fire studio free standing dry wood burner cac 166197"
9535,Canterbury,Christchurch,09-Apr-19,CBCN/2018/4798/A,3 Mcintyre Street,Shirley,Christchurch,  ,Lot 1 Dp 16813,,100,"amendment 1 - installation of a blaze king chinook ck30.nz, freestanding, dry woodburner, cac182697"
9536,Canterbury,Christchurch,09-Apr-19,CBCN/2019/1854,33 Purau - Port Levy Road,Diamond Harbour,Christchurch,  ,Pt Lot 1 Dp 26383,,2500,"alteration to dwelling - installation of woodsman flare, freestanding dry woodburner - cac134775"
9537,Canterbury,Christchurch,09-Apr-19,CBCN/2018/7994,41 Charlesworth Street,Woolston,Christchurch,  ,Lot 2 Dp 405812,,3470,"alteration to dwelling - installation of jayline ss200l, freestanding dry woodburner, cac146949"
9538,Canterbury,Christchurch,09-Apr-19,CBCN/2019/2030,44 Lambeth Crescent,Northcote,Christchurch,  ,Lot 166 Dp 19275,,5000,"alteration to dwelling -  installation of jayline ul200, freestanding, dry, woodburner, cac183251"
9540,Canterbury,Christchurch,09-Apr-19,CBCN/2019/697,4 Sweet Waters Place,Woolston,Christchurch,  ,Lot 78 Dp 304911,,6000,"alteration to dwelling - installation of a masport cromwell, freestanding, dry, woodburner - cac176374"
9541,Canterbury,Christchurch,09-Apr-19,CBCN/2019/1943,9 Dalkeith Street,Hoon Hay,Christchurch,  ,Flat 1 Dp 62879 On Lot 17 Dp 16167 Having Share In 961 M2,,7000,"alteration to dwelling - installation of jayline ul200, freestanding, dry, woodburner cac183251"
9553,Canterbury,Christchurch,10-Apr-19,CBCN/2019/2069,184 Kinloch Road,Little River,Christchurch,  ,"Lot 1 Dp 487121, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157...",,5000,"alteration to dwelling - installation of metro ltd extreme rad - base, freestanding dry woodburner - rural"
9561,Canterbury,Christchurch,10-Apr-19,CBCN/2018/8907,7B Sequoia Place,Parklands,Christchurch,  ,Lot 2 Dp 52738,,440000,construction of dwelling with attached garage and installation of tropicair rua freestanding dry wood burner cac185998
9564,Canterbury,Christchurch,11-Apr-19,CBCN/2019/2218,48 Lake Terrace Road,Birdlings Flat,Christchurch,  ,Lot 2 Dp 56903,,5000,"alteration to dwelling - installation of a ravelli rosa r70, freestanding dry woodburner, cac174364"
9565,Canterbury,Christchurch,11-Apr-19,CBCN/2019/2216,217A Avonhead Road,Avonhead,Christchurch,  ,Flat 1 Dp 40451 On Lot 34 Dp 20881 Having Share In 809 M2,,5000,"alteration to dwelling - installation of a ravelli rosa r70, freestanding dry woodburner, cac174364"
9576,Canterbury,Christchurch,12-Apr-19,CBCN/2019/2238,4 Days Road,Lyttelton,Christchurch,  ,Lot 1 Dp 347967,,5000,"alteration to dwelling - installation of masport r1500, freestanding dry woodburner - cac121119"
9577,Canterbury,Christchurch,12-Apr-19,CBCN/2019/2016,38 Brabourne Street,Hillsborough,Christchurch,  ,Lot 8 Dp 21625,,5000,alteration to dwelling - installation of metro wee rad ultra (uleb) dry freestanding woodburner - cac191262
9578,Canterbury,Christchurch,12-Apr-19,CBCN/2019/2242,46 Cornwall Road,Lyttelton,Christchurch,  ,Lot 3 Dp 13432,,6000,"alteration to dwelling - installation of harris ferva saturn, freestanding dry woodburner, cac169888"
9579,Canterbury,Christchurch,12-Apr-19,CBCN/2019/2187,190A Rocking Horse Road,Southshore,Christchurch,  ,Lot 2 Dp 54006,,7000,"alteration to dwelling - installation of a harris ferva saturn, freestanding dry woodburner - cac169888"
9585,Canterbury,Christchurch,12-Apr-19,CBCN/2019/604,137B Taylors Mistake Road,Scarborough,Christchurch,  ,Lot 3 Dp 366028,,300000,"construction of dwelling with detached garage and installation of jayline ul200, free-standing, dry, woodburner, cac-183251"
9588,Canterbury,Christchurch,12-Apr-19,CBCN/2019/283,86 School Road,Yaldhurst,Christchurch,  ,Lot 17 Dp 26598,,1000000,"construction of dwelling with attached garage, installation of new masport mackenzie r10000, freestanding, dry, woodburner, cac 143970, alterations to dettached pool area"
9590,Canterbury,Christchurch,15-Apr-19,CBCN/2019/2070,184 Kinloch Road,Little River,Christchurch,  ,"Lot 1 DP 487121, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157 Canterbury Dist, Pt Res 157",,100,"alteration to dwelling - installation of jetmaster 700d, inbuilt dry woodburner"
9592,Canterbury,Christchurch,15-Apr-19,CBCN/2019/2002,45 Branston Street,Hornby,Christchurch,  ,Lot 74 DP 18215,,6500,"alteration to dwelling - installation of tropicair rua, freestanding, dry, woodburner cac185998"
9602,Canterbury,Christchurch,15-Apr-19,CBCN/2019/2302,103 Halswell Junction Road,Halswell,Christchurch,  ,Lot 1000 DP 520271,,394000,"construction of dwelling with attached garage and installation of tropicair rua, freestanding, dry, woodburner cac185998 - lot 40"
9606,Canterbury,Christchurch,15-Apr-19,CBCN/2018/8770,78 Scarborough Road,Scarborough,Christchurch,  ,Lot 2 DP 416406,,750000,"additions and alterations to dwelling - demolish and reconstruct a portion of dwelling, eq repairs and reinstall bosca spirit 550 free standing dry wood burner cac 110718"
9612,Canterbury,Christchurch,16-Apr-19,CBCN/2019/2123,40 Andersons Road,Diamond Harbour,Christchurch,  ,Lot 31 DP 14262,,3500,"alteration to dwelling - installation of a metro wee rad woody, freestanding dry woodburner - cac162621"
9613,Canterbury,Christchurch,16-Apr-19,CBCN/2019/2105,23 Glenrowan Avenue,Avondale,Christchurch,  ,Lot 11 DP 26048,,5000,"alteration to dwelling - installation of jayline ul200, freestanding dry woodburner - cac183251"
9614,Canterbury,Christchurch,16-Apr-19,CBCN/2019/2074,305 Estuary Road,South New Brighton,Christchurch,  ,Lot 2 DP 27154,,5000,"alteration to dwelling - installation of metro wee rad ultra, freestanding, dry, woodburner, cac191262"
9615,Canterbury,Christchurch,16-Apr-19,CBCN/2019/2235,121 Wakefield Avenue,Sumner,Christchurch,  ,Lot 1 DP 14579,,6000,"alteration to dwelling - installation of pyroclassic mini,  freestanding, dry woodburner, cac193584"
9621,Canterbury,Christchurch,16-Apr-19,CBCN/2019/2098,50 Butler Street,Opawa,Christchurch,  ,Lot 5 DP 45900,,100000,"alteration to dwelling - alter kitchen/living area, add skylights in hallway, alteration to chimney, installation of tropicair duo, freestanding, dry, woodburner, cac164316 - alterations to accessory building - add a bathroom"
9626,Canterbury,Christchurch,16-Apr-19,CBCN/2019/172,7 Winchester Street,Lyttelton,Christchurch,  ,Pt Sec 60 Lyttelton Town,,850000,demolition of existing building and construction of dwelling with detached garage and installation of a woodsman aspen dry woodburner cac111306
